Date,Open,High,Low,Close,Volume
25/02/2020,56200,58000,56200,57900,23885408
26/02/2020,56000,57000,56000,56500,25483102
27/02/2020,56300,56900,55500,55900,23209541
28/02/2020,55000,55500,54200,54200,30054227
02/03/2020,54300,55500,53600,55000,30403412
03/03/2020,56700,56900,55100,55400,30330295
04/03/2020,54800,57600,54600,57400,24765728
05/03/2020,57600,58000,56700,57800,21698990
06/03/2020,56500,57200,56200,56500,18716656
09/03/2020,56500,56500,56500,56500,0
10/03/2020,53800,54900,53700,54600,32106554
11/03/2020,54300,54400,52000,52100,45707281
12/03/2020,52100,52100,52100,52100,0
13/03/2020,47450,51600,46850,49950,59462933
16/03/2020,50100,50900,48800,48900,33339821
17/03/2020,46900,49650,46700,47300,51218151
18/03/2020,47750,48350,45600,45600,40152623
19/03/2020,46400,46650,42300,42950,56925513
20/03/2020,44150,45500,43550,45400,49730008
23/03/2020,42600,43550,42400,42500,41701626
24/03/2020,43850,46950,43050,46950,49801908
25/03/2020,48950,49600,47150,48650,52735922
26/03/2020,49000,49300,47700,47800,42185129
27/03/2020,49600,49700,46850,48300,39896178
30/03/2020,47050,48350,46550,47850,26797395
31/03/2020,48000,48500,47150,47750,30654261
01/04/2020,47450,47900,45800,45800,27259532
02/04/2020,46200,46850,45350,46800,21621076
03/04/2020,47400,47600,46550,47000,22784682
06/04/2020,47500,48800,47250,48700,23395726
07/04/2020,49650,50200,49000,49600,31524034
08/04/2020,49600,49750,48600,48600,25010314
09/04/2020,49750,49800,48700,49100,22628058
10/04/2020,48950,49250,48650,49250,17839111
13/04/2020,48650,48900,48300,48300,14431800
14/04/2020,48800,49200,48300,49000,14206216
16/04/2020,49350,49350,48550,49000,23349760
17/04/2020,50800,52000,50300,51400,32041675
20/04/2020,51400,51400,50000,50100,21866354
21/04/2020,49400,49700,48700,49250,27407543
22/04/2020,48700,50000,48350,49850,18613864
23/04/2020,50200,50300,49500,49850,18754442
24/04/2020,49650,49750,49000,49350,15618347
27/04/2020,49350,50000,49100,49850,14049471
28/04/2020,49850,50100,49300,50100,16095399
29/04/2020,49900,50500,49600,50000,15604533
04/05/2020,48900,49100,48500,48500,26083749
06/05/2020,49000,49200,48500,49200,18070225
07/05/2020,49200,49300,48700,48800,13884411
08/05/2020,49100,49350,48800,48800,15319700
11/05/2020,48900,49250,48300,48400,16357743
12/05/2020,48400,48500,47550,47900,23433590
13/05/2020,47250,48550,47200,48550,20223277
14/05/2020,47750,48100,47650,48000,19305974
15/05/2020,48400,48450,47700,47850,18463118
18/05/2020,47950,49100,47600,48800,20481981
19/05/2020,50100,50500,49700,50300,25168295
20/05/2020,50000,50200,49800,50000,14896899
21/05/2020,50300,50400,49850,49950,14949266
22/05/2020,49600,49800,48600,48750,19706284
25/05/2020,48750,48900,48450,48850,14337913
26/05/2020,48700,49450,48600,49250,15127490
27/05/2020,48950,50000,48800,49900,19548479
28/05/2020,51100,51200,49900,50400,31309318
29/05/2020,50000,50700,49700,50700,27596961
01/06/2020,50800,51200,50600,51200,16949183
02/06/2020,51000,51500,50800,51400,14247933
03/06/2020,51800,55000,51700,54500,49257814
04/06/2020,55800,57000,54600,54600,40220334
05/06/2020,54400,55900,54000,55500,22743629
08/06/2020,56400,56500,54700,54900,25634965
09/06/2020,55800,56500,54400,55500,23998831
10/06/2020,55100,55900,54900,55400,16742493
11/06/2020,54500,55100,53200,54300,33815123
12/06/2020,52100,52800,51500,52300,26976019
15/06/2020,51400,52000,49900,49900,28772921
16/06/2020,51200,52100,50600,52100,21808375
17/06/2020,52100,52900,51300,52200,26672595
18/06/2020,52200,52300,51600,52300,15982926
19/06/2020,52600,52900,51600,52900,18157985
22/06/2020,52000,52600,51800,52000,13801350
23/06/2020,52500,52800,51100,51400,18086152
24/06/2020,51900,53900,51600,52900,24519552
25/06/2020,52100,53000,51900,51900,18541624
26/06/2020,52800,53900,52200,53300,21575360
29/06/2020,52500,53200,52000,52400,17776925
30/06/2020,53900,53900,52800,52800,21157172
01/07/2020,53400,53600,52400,52600,16706143
02/07/2020,52100,52900,52100,52900,14142583
03/07/2020,53000,53600,52700,53600,11887868
06/07/2020,54000,55000,53800,55000,19856623
07/07/2020,55800,55900,53400,53400,30760032
08/07/2020,53600,53900,52900,53000,19664652
09/07/2020,53200,53600,52800,52800,17054850
10/07/2020,53100,53200,52300,52700,13714746
13/07/2020,53300,53800,53100,53400,12240188
14/07/2020,53700,53800,53200,53800,14269484
15/07/2020,54400,55000,54300,54700,24051450
16/07/2020,54800,54800,53800,53800,16779127
17/07/2020,54200,54700,54100,54400,10096174
20/07/2020,54800,54800,54000,54200,10507530
21/07/2020,55200,55400,54800,55300,18297260
22/07/2020,55300,55500,54700,54700,12885057
23/07/2020,54700,54700,53800,54100,16214932
24/07/2020,54000,54400,53700,54200,10994535
27/07/2020,54300,55700,54300,55600,21054421
28/07/2020,57000,58800,56400,58600,48431566
29/07/2020,60300,60400,58600,59000,36476611
30/07/2020,59700,60100,59000,59000,19285354
31/07/2020,59500,59600,57700,57900,21943345
03/08/2020,57800,57900,56700,56800,21158940
04/08/2020,57200,58100,57000,57300,19419694
05/08/2020,57300,57500,56300,56900,17739706
06/08/2020,57100,58400,57100,58000,21625874
07/08/2020,57900,58400,57100,57500,18751717
10/08/2020,57600,58300,57500,57800,17774291
11/08/2020,58000,59500,57800,58200,24907912
12/08/2020,58200,59000,57700,59000,18573934
13/08/2020,59400,59600,58000,58700,22089460
14/08/2020,58000,58400,57700,58000,15672548
18/08/2020,58900,59900,58000,58400,25307825
19/08/2020,59000,59200,57800,57800,16930719
20/08/2020,57600,57600,55300,55400,30386029
21/08/2020,56200,56900,55800,55900,21142288
24/08/2020,55800,56600,55400,56100,15055896
25/08/2020,56400,56800,56100,56400,14021705
26/08/2020,56400,56500,55700,56400,17651593
27/08/2020,56300,56300,55600,55600,16196568
28/08/2020,56100,56300,55400,55400,14619888
31/08/2020,56000,56100,54000,54000,32671367
01/09/2020,54100,54800,54100,54200,19363117
02/09/2020,54600,55100,54100,54400,16905723
03/09/2020,55600,56700,55500,56400,28384920
04/09/2020,55200,55800,55100,55600,22139109
07/09/2020,56100,57300,55800,56500,18685880
08/09/2020,57400,58700,57200,58700,31517520
09/09/2020,58200,59300,57800,58400,30597399
10/09/2020,59900,60000,59100,59200,29923293
11/09/2020,59300,59400,58200,59000,16017098
14/09/2020,60200,60800,59900,60400,20648281
15/09/2020,60900,61000,60500,61000,17877075
16/09/2020,61100,61300,60600,61000,17041444
17/09/2020,60700,60800,59300,59500,25108356
18/09/2020,59800,59900,59100,59300,18884571
21/09/2020,59100,60000,59000,59200,15140387
22/09/2020,59100,59700,57800,58200,20830381
23/09/2020,58400,58800,57400,58600,20111398
24/09/2020,57700,58600,57600,57800,17564020
25/09/2020,57700,58200,57700,57900,11444683
28/09/2020,58300,58800,57900,58200,12614080
29/09/2020,58300,59000,58200,58200,15503563
05/10/2020,57500,59200,57500,58700,20228289
06/10/2020,59400,59900,58700,59000,14463826
07/10/2020,58700,59900,58500,59900,14861838
08/10/2020,60500,60700,59500,59700,24589924
12/10/2020,60000,60400,59900,60400,16145837
13/10/2020,61000,61400,60400,60900,19247631
14/10/2020,61000,61100,60500,60900,16086716
15/10/2020,60700,60800,59700,60000,17756232
16/10/2020,60000,60400,59000,59500,16554190
19/10/2020,59600,60200,59500,60000,14474985
20/10/2020,60300,60900,60100,60900,19326115
21/10/2020,61200,61500,60600,60900,15703443
22/10/2020,60300,60500,59800,60100,14294095
23/10/2020,60400,60400,59800,60200,9322232
26/10/2020,60400,61100,60100,60400,13268226
27/10/2020,60300,60300,59500,59800,17260416
28/10/2020,59400,59400,58800,59000,14428882
29/10/2020,58200,58500,57500,58100,22636966
30/10/2020,58000,58000,56600,56600,26907844
02/11/2020,56400,57500,56000,57400,20489076
03/11/2020,57900,58900,57600,58800,14950919
04/11/2020,58900,59000,57800,58500,21718561
05/11/2020,59000,60300,58800,60300,20639475
06/11/2020,60700,60800,59600,60100,16910230
09/11/2020,60700,60900,60100,60200,15892961
10/11/2020,60500,60500,59500,60200,19073552
11/11/2020,60700,61400,60400,61300,25628510
12/11/2020,61000,61400,60700,61000,19800573
13/11/2020,61300,63200,61000,63200,31508829
16/11/2020,64000,66700,63900,66300,36354334
17/11/2020,67000,67000,65600,65700,30204089
18/11/2020,65700,66200,64700,64800,22963790
19/11/2020,64100,64800,63900,64600,16590290
20/11/2020,63900,65200,63900,64700,15068682
23/11/2020,64800,67800,64700,67500,27134398
24/11/2020,67900,69500,67000,67700,32158235
25/11/2020,67900,68300,66500,66600,32447065
26/11/2020,66100,68000,66000,68000,19023323
27/11/2020,68000,68400,67600,68200,14063434
30/11/2020,68400,68600,66700,66700,43811016
01/12/2020,67100,68300,67100,67800,22327173
02/12/2020,68400,69900,68300,69500,29703942
03/12/2020,70100,70500,69300,69700,23677989
04/12/2020,70400,72100,70100,71500,28130533
07/12/2020,72400,73500,71900,72900,28490496
08/12/2020,72200,72900,71600,71700,25000338
09/12/2020,72100,73900,72000,73900,24077996
10/12/2020,72700,73800,72500,72900,39882928
11/12/2020,73500,73800,73100,73400,18486672
14/12/2020,73600,74500,73200,73800,21510415
15/12/2020,73800,74100,73300,73800,20863671
16/12/2020,74100,74500,73400,73800,17512081
17/12/2020,73400,73700,72600,73300,24293214
18/12/2020,73300,73700,73000,73000,17613029
21/12/2020,73100,73400,72000,73000,20367355
22/12/2020,72500,73200,72100,72300,16304910
23/12/2020,72400,74000,72300,73900,19411326
24/12/2020,74100,78800,74000,77800,32502870
28/12/2020,79000,80100,78200,78700,40085044
29/12/2020,78800,78900,77300,78300,30339449
30/12/2020,77400,81300,77300,81000,29417421
04/01/2021,81000,84400,80200,83000,38655276
05/01/2021,81600,83900,81600,83900,35335669
06/01/2021,83300,84500,82100,82200,42089013
07/01/2021,82800,84200,82700,82900,32644642
08/01/2021,83300,90000,83000,88800,59013307
11/01/2021,90000,96800,89500,91000,90306177
12/01/2021,90300,91400,87800,90600,48682416
13/01/2021,89800,91200,89100,89700,36068848
14/01/2021,88700,90000,88700,89700,26393970
15/01/2021,89800,91800,88000,88000,33431809
18/01/2021,86600,87300,84100,85000,43227951
19/01/2021,84500,88000,83600,87000,39895044
20/01/2021,89000,89000,86500,87200,25211127
21/01/2021,87500,88600,86500,88100,25318011
22/01/2021,89000,89700,86800,86800,30861661
25/01/2021,87000,89900,86300,89400,27258534
26/01/2021,88800,89200,86500,86700,33178936
27/01/2021,86600,87700,85600,85600,26423070
28/01/2021,83200,85600,83200,83700,31859808
29/01/2021,84500,85000,82000,82000,39615978
01/02/2021,81700,83400,81000,83000,28046832
02/02/2021,84100,86400,83700,84400,26302077
03/02/2021,84800,85400,83400,84600,22112205
04/02/2021,83500,83800,82100,82500,24171688
05/02/2021,83100,84000,82500,83500,18036835
08/02/2021,83800,84200,83000,83000,15338765
09/02/2021,84000,84800,82700,82700,20898332
10/02/2021,82600,82600,81600,81600,23025766
15/02/2021,83800,84500,83300,84200,23529706
16/02/2021,84500,86000,84200,84900,20483100
17/02/2021,83900,84200,83000,83200,18307735
18/02/2021,83200,83600,82100,82100,21327683
19/02/2021,82300,82800,81000,82600,25880879
22/02/2021,83800,84200,82200,82200,25419886
23/02/2021,81200,82900,81100,82000,20587314
24/02/2021,81800,83600,81300,82000,26807651
25/02/2021,84000,85400,83000,85300,34155986
26/02/2021,82800,83400,82000,82500,38520800
02/03/2021,85100,85300,83000,83600,33498180
03/03/2021,83500,84000,82800,84000,19882132
04/03/2021,82600,83200,82200,82400,24348331
05/03/2021,81100,82600,81100,82100,20508971
08/03/2021,82900,83000,81600,82000,17641256
09/03/2021,81400,81900,80600,81400,25420764
10/03/2021,82400,82500,80700,80900,20038422
11/03/2021,81000,82500,81000,82000,23818297
12/03/2021,83100,83500,82400,82800,13530573
15/03/2021,82800,82900,81800,81800,13735798
16/03/2021,82200,83000,82100,82800,12293537
17/03/2021,82800,82900,82000,82300,11625146
18/03/2021,82800,83800,82600,82900,18585244
19/03/2021,82100,82500,81800,81900,15869700
22/03/2021,82000,82300,81700,82000,12670506
23/03/2021,82600,82900,81800,81800,13299907
24/03/2021,81000,81600,80700,81000,17926638
25/03/2021,81000,82100,80800,81200,14758826
26/03/2021,81400,81600,81000,81500,12845778
29/03/2021,81700,81700,81000,81600,14952134
30/03/2021,81600,82300,81300,82200,13121698
31/03/2021,82400,82700,81400,81400,17240518
01/04/2021,82500,83000,82000,82900,18676461
02/04/2021,84000,85200,83900,84800,22997538
05/04/2021,85800,86000,84800,85400,16255990
06/04/2021,86200,86200,85100,86000,19042023
07/04/2021,86100,86200,85400,85600,17885538
08/04/2021,85700,85700,84100,84700,19244259
09/04/2021,84700,84900,83400,83600,18193707
12/04/2021,84100,84100,83100,83200,12915282
13/04/2021,83000,84500,82800,84000,15238206
14/04/2021,84000,84300,83400,84000,13794652
15/04/2021,83700,84500,83400,84100,16377412
16/04/2021,84700,84700,83600,83900,15429522
19/04/2021,83800,84000,83300,83300,15287311
20/04/2021,83300,84000,83100,83900,15521965
21/04/2021,83300,83500,82500,82600,21636079
22/04/2021,82900,83000,82400,82400,13934746
23/04/2021,81900,82900,81600,82800,17805080
26/04/2021,82900,83500,82600,83500,15489938
27/04/2021,83200,83300,82500,82900,12941533
28/04/2021,83200,83200,82100,82100,15596759
29/04/2021,82400,82500,81500,81700,20000973
30/04/2021,81900,82100,81500,81500,18673197
03/05/2021,81000,82400,81000,81700,15710336
04/05/2021,81900,82600,81800,82600,12532550
06/05/2021,81700,82300,81700,82300,17047511
07/05/2021,81800,82100,81500,81900,14154882
10/05/2021,82300,83500,81800,83200,19385027
11/05/2021,82500,82600,81100,81200,28996680
12/05/2021,80800,81200,79800,80000,35812268
13/05/2021,78900,79600,78400,78500,31490096
14/05/2021,79000,80300,78900,80100,16450920
17/05/2021,80800,80900,79200,79600,17740855
18/05/2021,79600,80000,79100,79600,17494407
20/05/2021,79400,79700,79100,79500,16541828
21/05/2021,80100,81500,79800,80100,20961714
24/05/2021,80100,80400,79500,79700,13398666
25/05/2021,80000,80400,79800,79900,13628942
26/05/2021,80400,80500,79700,79800,11984359
27/05/2021,80000,80000,79100,79600,23198510
28/05/2021,79800,80400,79400,80100,12360199
31/05/2021,80300,80600,79600,80500,13321324
01/06/2021,80500,81300,80100,80600,14058401
02/06/2021,80400,81400,80300,80800,16414644
03/06/2021,81300,83000,81100,82800,29546007
04/06/2021,82700,82700,81500,82200,18112259
07/06/2021,82700,82800,81600,81900,16496197
08/06/2021,82300,82600,81800,81900,12781226
09/06/2021,81500,82000,81100,81100,14908823
10/06/2021,81300,81400,80900,81000,17586995
11/06/2021,81200,81700,80700,81000,14087962
14/06/2021,80800,80900,80500,80500,10550078
15/06/2021,80900,81200,80600,80900,10075685
16/06/2021,81500,81900,81100,81800,14999855
17/06/2021,81100,81300,80700,80900,14007385
18/06/2021,81100,81100,80500,80500,14916721
21/06/2021,79700,80000,79600,79900,16063340
22/06/2021,80200,80300,79900,80000,11773365
23/06/2021,80500,80600,79900,80100,13856548
24/06/2021,80400,81400,80100,81200,18771080
25/06/2021,81500,81900,81200,81600,13481405
28/06/2021,81700,82000,81600,81900,11578529
29/06/2021,81900,82100,80800,81000,15744317
30/06/2021,81100,81400,80700,80700,13288643
01/07/2021,80500,80600,80000,80100,13382882
02/07/2021,80000,80400,79900,80000,8753097
05/07/2021,80100,80800,80000,80400,8330969
06/07/2021,80600,81200,80500,81200,12131651
07/07/2021,81200,81300,80300,80800,15992202
08/07/2021,81100,81200,79900,79900,16660998
09/07/2021,79600,79800,79000,79400,22720577
12/07/2021,79900,80000,79500,79700,9768108
13/07/2021,80000,80200,79800,79800,9863450
14/07/2021,79400,79600,79100,79500,11575636
15/07/2021,79800,80600,79500,80600,13766279
16/07/2021,80100,80100,79500,79800,10859399
19/07/2021,79100,79200,78800,79000,13155414
20/07/2021,78500,79000,78400,79000,12456646
21/07/2021,79000,79100,78500,78500,12355296
22/07/2021,79000,79800,78900,79700,12618790
23/07/2021,79700,79900,79200,79300,9098910
26/07/2021,79400,79500,78800,78800,10040975
27/07/2021,79200,79400,78500,78500,11427693
28/07/2021,78300,79200,78100,79200,12743417
29/07/2021,78800,79400,78800,79000,14360453
30/07/2021,78900,78900,78500,78500,13823411
02/08/2021,79200,79500,78700,79300,11739124
03/08/2021,79400,81400,79300,81400,24339360
04/08/2021,82200,83100,81800,82900,25642368
05/08/2021,83300,83300,82000,82100,18485469
06/08/2021,81900,82500,81300,81500,13342623
09/08/2021,81500,82300,80900,81500,15522581
10/08/2021,82300,82400,80100,80200,20362639
11/08/2021,79600,79800,78500,78500,30241137
12/08/2021,77100,78200,76900,77000,42365223
13/08/2021,75800,76000,74100,74400,61270643
17/08/2021,74000,75100,74000,74200,30944847
18/08/2021,73900,74600,73100,73900,29192631
19/08/2021,73500,74400,73100,73100,22166298
20/08/2021,73500,73900,72500,72700,22364803
23/08/2021,73300,74000,73000,73300,19384648
24/08/2021,73900,75700,73900,75600,21016913
25/08/2021,76200,76600,74900,75700,22319664
26/08/2021,76100,76200,74600,74600,16671494
27/08/2021,74300,75000,73800,74300,15172748
30/08/2021,75400,75500,74200,74600,12686999
31/08/2021,74900,76700,74300,76700,24630370
01/09/2021,76700,77100,75900,76800,16114775
02/09/2021,76800,76800,75700,76000,15347486
03/09/2021,76400,76700,76000,76600,12096419
06/09/2021,76800,77600,76600,77300,12861180
07/09/2021,77100,77100,75900,76100,13239401
08/09/2021,76000,76400,75600,76300,11798147
09/09/2021,76400,76600,75000,75300,17600770
10/09/2021,75300,75600,74800,75300,10103212
13/09/2021,75200,76300,75100,76300,11397775
14/09/2021,77100,77700,76600,76600,18167057
15/09/2021,77400,77400,76400,77000,12829128
16/09/2021,77300,77400,76100,76100,13067622
17/09/2021,76300,77200,75900,77200,16289502
23/09/2021,77500,77600,76800,77400,17055590
24/09/2021,77600,77700,77100,77300,12247274
27/09/2021,77300,77700,77000,77700,11699798
28/09/2021,77700,77800,76200,76300,15406382
29/09/2021,74800,75300,73800,74100,23992458
30/09/2021,74300,74800,73700,74100,19919361
01/10/2021,73900,74000,72900,73200,15803395
05/10/2021,73000,73000,71400,72200,24013921
06/10/2021,72600,72800,71200,71300,18956962
07/10/2021,71600,72100,71300,71600,13683532
08/10/2021,72300,72400,71500,71500,14043287
12/10/2021,70700,70900,68700,69000,31001484
13/10/2021,68700,69600,68300,68800,24172015
14/10/2021,69000,69800,68800,69400,19520641
15/10/2021,70200,71000,70000,70100,18051612
18/10/2021,70200,70300,69200,70200,13486391
19/10/2021,70800,71000,70400,70600,9507991
20/10/2021,70700,71000,70200,70300,10151638
21/10/2021,70300,70600,70000,70200,10891094
22/10/2021,70000,70700,70000,70400,8395448
25/10/2021,69900,70600,69500,70200,10029621
26/10/2021,70600,71500,70400,71100,10528252
27/10/2021,71000,71000,70000,70100,10295316
28/10/2021,69500,72200,69500,70700,20644902
29/10/2021,71200,71600,69700,69800,17016151
01/11/2021,70200,70600,69900,69900,11503729
02/11/2021,70800,72200,70700,71500,16812570
03/11/2021,71700,71700,70100,70400,12770428
04/11/2021,71200,71600,70500,70600,11818987
05/11/2021,71600,71600,70200,70200,12667743
08/11/2021,70400,70600,69800,70600,11121981
09/11/2021,70300,71000,70100,70500,11159589
10/11/2021,70300,70900,70200,70200,9422009
11/11/2021,69900,70000,69600,69900,11489122
12/11/2021,70200,70900,69900,70600,10087450
15/11/2021,71700,71900,70900,71400,12420710
16/11/2021,71500,72000,71300,71300,10919239
17/11/2021,71300,71600,70600,70700,11027606
18/11/2021,70700,71000,70200,70200,10144957
19/11/2021,70400,71400,70100,71200,11954728
22/11/2021,73300,75200,73000,74900,27506623
23/11/2021,76000,76000,74500,75300,22029195
24/11/2021,76000,76200,74100,74800,15652305
25/11/2021,75100,75100,73600,73700,12559258
26/11/2021,73500,74100,72000,72300,13002242
29/11/2021,71700,73000,71400,72300,16682559
30/11/2021,73200,73900,70500,71300,30364841
01/12/2021,72000,74800,71600,74400,21954856
02/12/2021,73900,75800,73800,75800,23652940
03/12/2021,75600,76000,74100,75600,18330240
06/12/2021,75100,76700,74900,76300,16391250
07/12/2021,76100,77700,75600,77400,19232453
08/12/2021,78300,78600,77100,77400,21558340
09/12/2021,77400,78200,77000,78200,21604528
10/12/2021,77400,77600,76800,76900,9155219
13/12/2021,77200,78300,76500,76800,15038750
14/12/2021,76500,77200,76200,77000,10976660
15/12/2021,76400,77600,76300,77600,9584939
16/12/2021,78500,78500,77400,77800,11996128
17/12/2021,76800,78000,76800,78000,13108479
20/12/2021,77600,77800,76800,77100,11264375
21/12/2021,77900,78300,77500,78100,14245298
22/12/2021,78900,79400,78800,79400,17105892
23/12/2021,79800,80000,79300,79900,13577498
24/12/2021,80200,80800,80200,80500,12086380
27/12/2021,80600,80600,79800,80200,10783368
28/12/2021,80200,80400,79700,80300,18226325
29/12/2021,80200,80200,78500,78800,19794795
30/12/2021,78900,79500,78100,78300,14236700
04/01/2022,78800,79200,78300,78700,12427416
05/01/2022,78800,79000,76400,77400,25470640
06/01/2022,76700,77600,76600,76900,12931954
07/01/2022,78100,78400,77400,78300,15163757
10/01/2022,78100,78100,77100,78000,9947422
11/01/2022,78400,79000,78000,78900,13221123
12/01/2022,79500,79600,78600,78900,11000502
13/01/2022,79300,79300,77900,77900,13889401
14/01/2022,77700,78100,77100,77300,10096725
17/01/2022,77600,77800,76900,77500,8785122
18/01/2022,77600,77800,76600,77000,9592788
19/01/2022,76500,76900,76100,76300,10598290
20/01/2022,76200,76700,75900,76500,9708168
21/01/2022,75800,75800,74700,75600,15774888
24/01/2022,75400,75800,74700,75100,13691134
25/01/2022,74800,75000,73200,74000,17766704
26/01/2022,74000,74000,74000,74000,0
27/01/2022,73800,74000,71300,71300,22274777
28/01/2022,71300,73700,71200,73300,21367447
03/02/2022,74900,74900,73300,73300,17744721
04/02/2022,74300,74600,73400,74000,12730034
07/02/2022,73500,73600,72400,73000,14240838
08/02/2022,73000,73000,73000,73000,0
09/02/2022,73000,73000,73000,73000,0
10/02/2022,75600,75800,74700,75400,17746033
11/02/2022,75000,75500,74600,74900,12205407
14/02/2022,74400,74500,73100,73700,13993255
15/02/2022,74100,74200,73100,73700,9320365
16/02/2022,74600,74900,74200,74800,10767386
17/02/2022,75000,75600,74500,75000,13605382
18/02/2022,74600,74800,73700,74300,10122226
21/02/2022,74300,74300,74300,74300,0
22/02/2022,74300,74300,74300,74300,0
23/02/2022,74300,74300,74300,74300,0
24/02/2022,72300,72300,71300,71500,15759283
25/02/2022,72100,72600,71900,71900,13168484
28/02/2022,71900,71900,71900,71900,0
02/03/2022,72300,72400,71500,71700,12481430
03/03/2022,72300,73100,72200,72900,13232638
04/03/2022,72900,72900,72900,72900,0
07/03/2022,70000,70600,69900,70100,18617138
08/03/2022,68800,70000,68700,69500,15828269
10/03/2022,69500,69500,69500,69500,0
11/03/2022,70500,70700,69700,70000,15787655
14/03/2022,70000,70200,69600,70200,9040993
15/03/2022,70200,70200,70200,70200,0
16/03/2022,70200,70500,69700,70400,10175750
17/03/2022,70400,70400,70400,70400,0
18/03/2022,70600,70900,70200,70700,14410038
21/03/2022,70900,71000,69900,69900,11169002
22/03/2022,69900,70500,69900,70300,9402666
23/03/2022,70600,71200,70300,70500,12398025
24/03/2022,69600,70300,69600,69800,37943357
25/03/2022,70100,70200,69600,69800,12986010
28/03/2022,69500,69900,69200,69700,12619289
29/03/2022,70000,70300,69800,70200,13686208
30/03/2022,70300,70500,69800,69900,12670187
31/03/2022,69900,70200,69600,69600,12510366
01/04/2022,69500,69500,69000,69100,15916846
04/04/2022,68900,69300,68600,69300,11107905
05/04/2022,69400,69600,69100,69200,8467248
06/04/2022,68600,68800,68500,68500,15517308
07/04/2022,68500,68500,68000,68000,20683327
08/04/2022,68100,68300,67700,67800,15453191
11/04/2022,67800,68100,67400,67900,12263735
12/04/2022,67600,67700,67000,67000,13924389
13/04/2022,67300,69000,67200,68700,17378619
14/04/2022,68700,68700,67500,67500,16409494
15/04/2022,67200,67300,66500,66600,13176415
18/04/2022,66500,67100,66100,66700,10119203
19/04/2022,67100,68000,67000,67300,12959434
20/04/2022,67000,67400,66500,67400,16693293
21/04/2022,67600,68300,67500,67700,12847448
22/04/2022,67200,67300,66700,67000,11791478
25/04/2022,66500,66700,66300,66300,11016474
26/04/2022,66400,66700,66100,66100,12946923
27/04/2022,65400,65500,64900,65000,18122084
28/04/2022,65400,65500,64500,64800,16895527
29/04/2022,65100,67600,65000,67400,26190390
02/05/2022,66600,67600,66500,67300,14106184
03/05/2022,67400,68400,67300,67500,14168875
04/05/2022,68000,68400,67500,67900,11505248
06/05/2022,67000,67100,66500,66500,14356156
10/05/2022,65900,66300,65300,65700,17235605
11/05/2022,65500,66300,65200,65700,12330920
12/05/2022,65200,65500,64900,64900,16414188
13/05/2022,65300,66700,65200,66500,14551536
16/05/2022,67100,67400,66100,66300,11937555
17/05/2022,66600,67900,66600,67600,15680447
18/05/2022,68300,68700,67600,68100,16486319
19/05/2022,66500,67600,66500,67500,17073727
20/05/2022,67800,68400,67700,68000,12109671
23/05/2022,68800,68800,67600,67900,13684088
24/05/2022,67500,67700,66500,66500,15482576
25/05/2022,66700,67100,65900,66400,15150490
26/05/2022,66300,67200,65500,65900,15970890
27/05/2022,66700,66900,66200,66500,11405555
30/05/2022,67500,67800,66900,67700,14255484
31/05/2022,67500,67500,66700,67400,24365002
02/06/2022,66600,67000,66400,66700,14959443
03/06/2022,67200,67300,66800,66800,8222883
07/06/2022,66200,66400,65400,65500,19355755
08/06/2022,65400,65700,65300,65300,12483180
09/06/2022,65100,65200,64500,65200,25790725
10/06/2022,64000,64400,63800,63800,22193552
13/06/2022,62400,62800,62100,62100,22157816
14/06/2022,61200,62200,61100,61900,24606419
15/06/2022,61300,61500,60200,60700,26811224
16/06/2022,61300,61800,60500,60900,23394895
17/06/2022,59400,59900,59400,59800,29053450
20/06/2022,59800,59900,58100,58700,34111306
21/06/2022,58700,59200,58200,58500,25148109
22/06/2022,59000,59100,57600,57600,23334687
23/06/2022,57700,58000,56800,57400,28338608
24/06/2022,57900,59100,57700,58400,23256103
27/06/2022,59000,59900,58300,58800,18122236
28/06/2022,59200,59500,58700,59400,13540538
29/06/2022,58500,58800,58000,58000,14677138
30/06/2022,57200,57600,57000,57000,18915142
01/07/2022,56900,57500,55900,56200,24982097
04/07/2022,56100,57400,55700,57100,17807126
05/07/2022,57600,58200,57200,57200,14216539
06/07/2022,57300,57300,56400,56400,16820461
07/07/2022,56400,58700,56300,58200,21322833
08/07/2022,58600,59300,58200,58700,15339271
11/07/2022,59300,59600,58700,58800,13042624
12/07/2022,58600,58700,58100,58100,9336061
13/07/2022,58300,58600,58000,58000,10841315
14/07/2022,57500,58200,57400,57500,15067012
15/07/2022,58400,60000,58100,60000,18685583
18/07/2022,60600,62000,60500,61900,20832517
19/07/2022,61400,61500,60200,60900,15248261
20/07/2022,61800,62100,60500,60500,16782238
21/07/2022,61100,61900,60700,61800,12291374
22/07/2022,61800,62200,61200,61300,10261310
25/07/2022,60900,61900,60800,61100,9193681
26/07/2022,60800,61900,60800,61700,6597211
27/07/2022,61300,61900,61200,61800,7320997
28/07/2022,62300,62600,61600,61900,10745302
29/07/2022,62400,62600,61300,61400,15093120
01/08/2022,61000,61700,60300,61300,13154816
02/08/2022,61200,61900,61000,61700,13614895
03/08/2022,61600,61600,61000,61300,10053861
04/08/2022,61700,61800,61200,61500,9125439
05/08/2022,61700,61900,61200,61500,9567620
08/08/2022,61400,61400,60600,60800,11313150
09/08/2022,60600,60700,59600,60000,18251170
10/08/2022,58900,59200,58600,59100,18084349
11/08/2022,59600,60000,59300,59900,15141941
